,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1404,0.0013997077941894532,0.0007999185069562916,0.00040035247802734376,0.0004903296442129031,10,4,2.1544346900318822e-08,linear,"{'C': 10, 'degree': 4, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,1.0,1.0,0.9,0.1224744871391589,106
157,0.0018000602722167969,0.0011659751053929087,0.000999784469604492,9.36836371631074e-07,0.001,4,1000.0,poly,"{'C': 0.001, 'degree': 4, 'gamma': 1000.0, 'kernel': 'poly'}",0.75,1.0,0.75,1.0,1.0,0.9,0.1224744871391589,106
1268,0.001199817657470703,0.0007483027659369906,0.0006002902984619141,0.0004901358190094014,5,4,2.154434690031878,linear,"{'C': 5, 'degree': 4, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,1.0,1.0,0.9,0.1224744871391589,106
153,0.0014000892639160155,0.0004895126890895273,0.00020041465759277344,0.0004008293151855469,0.001,4,46.41588833612773,poly,"{'C': 0.001, 'degree': 4, 'gamma': 46.41588833612773, 'kernel': 'poly'}",0.75,1.0,0.75,1.0,1.0,0.9,0.1224744871391589,106
149,0.0030001163482666015,0.0026093758857698756,0.00039944648742675783,0.0004892200426809028,0.001,4,2.154434690031878,poly,"{'C': 0.001, 'degree': 4, 'gamma': 2.154434690031878, 'kernel': 'poly'}",0.75,1.0,0.75,1.0,1.0,0.9,0.1224744871391589,106
1269,0.0021994590759277345,0.0013262878821786721,0.0006003379821777344,0.0004901747061471466,5,4,2.154434690031878,poly,"{'C': 5, 'degree': 4, 'gamma': 2.154434690031878, 'kernel': 'poly'}",0.75,1.0,0.75,1.0,1.0,0.9,0.1224744871391589,106
388,0.000599813461303711,0.0004897461278310195,0.0001998424530029297,0.0003996849060058594,0.01,2,2.154434690031878,linear,"{'C': 0.01, 'degree': 2, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.8333333333333334,1.0,0.75,0.9166666666666666,1.0,0.9,0.097182531580755,106
862,0.0005999565124511719,0.0004898629284875861,0.0003997802734375,0.0004896292110796945,0.5,2,0.004641588833612773,rbf,"{'C': 0.5, 'degree': 2, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.8833333333333334,0.04082482904638627,383
1022,0.0006000041961669922,0.0004899018697751349,0.0003996372222900391,0.000489454619769112,1,2,0.004641588833612773,rbf,"{'C': 1, 'degree': 2, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.75,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666666,0.8833333333333334,0.08498365855987974,383
1062,0.0006006240844726562,0.0004904081218567752,0.0003996372222900391,0.0004894537835874746,1,3,0.004641588833612773,rbf,"{'C': 1, 'degree': 3, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.75,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666666,0.8833333333333334,0.08498365855987974,383
902,0.0008000373840332031,0.00040002547022012497,0.00019993782043457032,0.0003998756408691407,0.5,3,0.004641588833612773,rbf,"{'C': 0.5, 'degree': 3, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.8833333333333334,0.04082482904638627,383
822,0.000800180435180664,0.00040009184791487827,0.00019989013671875,0.0003997802734375,0.5,1,0.004641588833612773,rbf,"{'C': 0.5, 'degree': 1, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.8833333333333334,0.04082482904638627,383
982,0.0007999897003173828,0.0007486725694163987,0.0004000663757324219,0.0004899796131324178,1,1,0.004641588833612773,rbf,"{'C': 1, 'degree': 1, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.75,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666666,0.8833333333333334,0.08498365855987974,383
942,0.0006000041961669922,0.0004899014056540585,0.0003998279571533203,0.0004896872921989839,0.5,4,0.004641588833612773,rbf,"{'C': 0.5, 'degree': 4, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.8333333333333334,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.8833333333333334,0.04082482904638627,383
1102,0.0006011486053466797,0.0004908392397249076,0.0003994941711425781,0.0004892836652424039,1,4,0.004641588833612773,rbf,"{'C': 1, 'degree': 4, 'gamma': 0.004641588833612773, 'kernel': 'rbf'}",0.75,0.9166666666666666,0.8333333333333334,1.0,0.9166666666666666,0.8833333333333334,0.08498365855987974,383
960,0.0006000518798828125,0.0004899405248762636,0.0005999565124511719,0.0004898624643296147,1,1,1e-09,linear,"{'C': 1, 'degree': 1, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1080,0.0008003711700439453,0.0004001857661263036,0.00020012855529785156,0.0004002571105957031,1,4,1e-09,linear,"{'C': 1, 'degree': 4, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
840,0.0004001140594482422,0.000490037694480031,0.0003998279571533203,0.0004896873850638213,0.5,2,1e-09,linear,"{'C': 0.5, 'degree': 2, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
936,0.0006000041961669922,0.0004899018465690916,0.0006000041961669922,0.000489901753744907,0.5,4,0.00021544346900318823,linear,"{'C': 0.5, 'degree': 4, 'gamma': 0.00021544346900318823, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1305,0.001199626922607422,0.00040035642514729724,0.00019993782043457032,0.0003998756408691407,10,1,0.1,poly,"{'C': 10, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
836,0.0007998466491699219,0.0003999245327373762,0.0005999565124511719,0.0004898628124481345,0.5,1,1000.0,linear,"{'C': 0.5, 'degree': 1, 'gamma': 1000.0, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
832,0.0008000373840332031,0.000400018706226792,0.0003996849060058594,0.0004895121317013901,0.5,1,46.41588833612773,linear,"{'C': 0.5, 'degree': 1, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
829,0.0010000705718994141,1.7494140937656535e-06,0.00039987564086914064,0.0004897475206343877,0.5,1,2.154434690031878,poly,"{'C': 0.5, 'degree': 1, 'gamma': 2.154434690031878, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
940,0.001000213623046875,1.0160100818949946e-06,0.0003996849060058594,0.0004895121317013902,0.5,4,0.004641588833612773,linear,"{'C': 0.5, 'degree': 4, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
828,0.0007998943328857422,0.000399947376080613,0.0006000518798828125,0.0004899409193477076,0.5,1,2.154434690031878,linear,"{'C': 0.5, 'degree': 1, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1068,0.0019993305206298826,0.002096124506098187,0.0004004955291748047,0.0004905053147165716,1,3,2.154434690031878,linear,"{'C': 1, 'degree': 3, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
944,0.0007996082305908204,0.0003998042681369174,0.00039992332458496096,0.0004898040929593269,0.5,4,0.1,linear,"{'C': 0.5, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
824,0.0008000850677490235,0.00040004299923024946,0.00039958953857421875,0.000489395447101057,0.5,1,0.1,linear,"{'C': 0.5, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
948,0.0007996559143066406,0.00039982933619698695,0.00039987564086914064,0.0004897462206847007,0.5,4,2.154434690031878,linear,"{'C': 0.5, 'degree': 4, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1057,0.0012000560760498046,0.0004004967923739996,0.00039887428283691406,0.0004885192845958804,1,3,0.00021544346900318823,poly,"{'C': 1, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
952,0.0005998611450195312,0.0004897850923319708,0.0006007194519042969,0.0004904877504974798,0.5,4,46.41588833612773,linear,"{'C': 0.5, 'degree': 4, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
956,0.0006003856658935546,0.000490213492796682,0.00059967041015625,0.0004896303255887713,0.5,4,1000.0,linear,"{'C': 0.5, 'degree': 4, 'gamma': 1000.0, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1056,0.0020000457763671873,0.0020009517982167825,0.0001998424530029297,0.0003996849060058594,1,3,0.00021544346900318823,linear,"{'C': 1, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1337,0.0005998611450195312,0.0004897847209466181,0.0005999565124511719,0.0004898632766057759,10,2,0.00021544346900318823,poly,"{'C': 10, 'degree': 2, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
820,0.0006000995635986328,0.000799894524757601,0.00020012855529785156,0.0004002571105957031,0.5,1,0.004641588833612773,linear,"{'C': 0.5, 'degree': 1, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
297,0.0005998611450195312,0.0004897848137929826,0.00019989013671875,0.0003997802734375,0.005,4,0.00021544346900318823,poly,"{'C': 0.005, 'degree': 4, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
964,0.0003998279571533203,0.0004896872457665585,0.0006002426147460937,0.0004900968777531472,1,1,2.1544346900318822e-08,linear,"{'C': 1, 'degree': 1, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1092,0.001000213623046875,7.448434520632415e-07,0.00019979476928710938,0.00039958953857421875,1,4,1e-05,linear,"{'C': 1, 'degree': 4, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
816,0.00039987564086914064,0.0004897464760322329,0.0004001617431640625,0.0004900968777531472,0.5,1,0.00021544346900318823,linear,"{'C': 0.5, 'degree': 1, 'gamma': 0.00021544346900318823, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1373,0.000800180435180664,0.000400091762669315,0.00020003318786621094,0.0004000663757324219,10,3,1e-05,poly,"{'C': 10, 'degree': 3, 'gamma': 1e-05, 'kernel': 'poly'}",0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8833333333333332,0.06666666666666665,391
812,0.0005999088287353515,0.000489823793784337,0.000800466537475586,0.0004002335634410571,0.5,1,1e-05,linear,"{'C': 0.5, 'degree': 1, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
968,0.0007996559143066406,0.00039982811353995464,0.0004002094268798828,0.0004901544952403919,1,1,4.6415888336127725e-07,linear,"{'C': 1, 'degree': 1, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
808,0.0008000850677490235,0.00040004351076570305,0.0004002571105957031,0.0004902129362053816,0.5,1,4.6415888336127725e-07,linear,"{'C': 0.5, 'degree': 1, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
804,0.0005993366241455079,0.000489356916212936,0.00039997100830078123,0.0004898625339533384,0.5,1,2.1544346900318822e-08,linear,"{'C': 0.5, 'degree': 1, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
972,0.0007999420166015625,0.0003999714346570975,0.0004001617431640625,0.0004900960426673039,1,1,1e-05,linear,"{'C': 1, 'degree': 1, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
513,0.00039920806884765627,0.0004889295230819422,0.00040044784545898435,0.0004904464681659778,0.05,1,46.41588833612773,poly,"{'C': 0.05, 'degree': 1, 'gamma': 46.41588833612773, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
457,0.0008000850677490235,0.00040004260136888896,0.0007998943328857422,0.0003999482288431762,0.01,4,0.00021544346900318823,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
932,0.0006001472473144531,0.0004900185776278769,0.0005999565124511719,0.0004898625339533384,0.5,4,1e-05,linear,"{'C': 0.5, 'degree': 4, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
928,0.00039997100830078123,0.0004898624411217046,0.0006001472473144531,0.0004900182296200158,0.5,4,4.6415888336127725e-07,linear,"{'C': 0.5, 'degree': 4, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
884,0.0008005142211914062,0.00040025807631191833,0.0003997802734375,0.0004896288395761052,0.5,3,2.1544346900318822e-08,linear,"{'C': 0.5, 'degree': 3, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
892,0.0008005142211914062,0.00040025924084896125,0.0003996372222900391,0.0004894536906783155,0.5,3,1e-05,linear,"{'C': 0.5, 'degree': 3, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1145,0.000800180435180664,0.00040009093862793327,0.00019969940185546876,0.0003993988037109375,5,1,0.1,poly,"{'C': 5, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
896,0.0007999897003173828,0.00039999531556990457,0.0005999565124511719,0.0004898626035770523,0.5,3,0.00021544346900318823,linear,"{'C': 0.5, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
897,0.0007997035980224609,0.0003998553636878882,0.0006003856658935546,0.0004902143276824477,0.5,3,0.00021544346900318823,poly,"{'C': 0.5, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
880,0.0007994651794433593,0.0003997326323827616,0.0002002716064453125,0.000400543212890625,0.5,3,1e-09,linear,"{'C': 0.5, 'degree': 3, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
900,0.0007998466491699219,0.00039992484543505374,0.00020012855529785156,0.0004002571105957031,0.5,3,0.004641588833612773,linear,"{'C': 0.5, 'degree': 3, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
876,0.0008000850677490235,0.00040004316974214004,0.0015994548797607423,0.002727218424099143,0.5,2,1000.0,linear,"{'C': 0.5, 'degree': 2, 'gamma': 1000.0, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1084,0.0010002613067626952,0.0006325610312393859,0.00020008087158203126,0.0004001617431640626,1,4,2.1544346900318822e-08,linear,"{'C': 1, 'degree': 4, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
872,0.0004004001617431641,0.0004903883285914136,0.00019969940185546876,0.0003993988037109375,0.5,2,46.41588833612773,linear,"{'C': 0.5, 'degree': 2, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
904,0.0009992599487304687,7.599533772711385e-07,0.00020046234130859374,0.0004009246826171875,0.5,3,0.1,linear,"{'C': 0.5, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1088,0.000600433349609375,0.000490251877518773,0.0005997180938720703,0.0004896685702880932,1,4,4.6415888336127725e-07,linear,"{'C': 1, 'degree': 4, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1060,0.002799844741821289,0.0036004308055295206,0.00020003318786621094,0.0004000663757324219,1,3,0.004641588833612773,linear,"{'C': 1, 'degree': 3, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
908,0.0006000041961669922,0.0004899018465690916,0.0006000041961669922,0.000489901753744907,0.5,3,2.154434690031878,linear,"{'C': 0.5, 'degree': 3, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1064,0.0005999088287353515,0.0004898236081063675,0.0022001266479492188,0.0044002532958984375,1,3,0.1,linear,"{'C': 1, 'degree': 3, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
541,0.0005993366241455079,0.0004893606333004746,0.0004002571105957031,0.0004902128666314246,0.05,2,0.004641588833612773,poly,"{'C': 0.05, 'degree': 2, 'gamma': 0.004641588833612773, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
97,0.0004005908966064453,0.0004906221153776361,0.0005996227264404297,0.0004895964619554961,0.001,3,0.00021544346900318823,poly,"{'C': 0.001, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8833333333333332,0.06666666666666665,391
868,0.0005999565124511719,0.0004898624643296147,0.00039987564086914064,0.0004897456635623499,0.5,2,2.154434690031878,linear,"{'C': 0.5, 'degree': 2, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1141,0.00059967041015625,0.0004896288627950879,0.0004000663757324219,0.000489979334704009,5,1,0.004641588833612773,poly,"{'C': 5, 'degree': 1, 'gamma': 0.004641588833612773, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
912,0.000800180435180664,0.00040009136485644604,0.00039973258972167967,0.0004895705843256396,0.5,3,46.41588833612773,linear,"{'C': 0.5, 'degree': 3, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
864,0.000999593734741211,1.1738332390872165e-06,0.0,0.0,0.5,2,0.1,linear,"{'C': 0.5, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
860,0.000800323486328125,0.00040016296480172367,0.00020003318786621094,0.0004000663757324219,0.5,2,0.004641588833612773,linear,"{'C': 0.5, 'degree': 2, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
916,0.0006000041961669922,0.0004899019393932584,0.0004000663757324219,0.0004899792418945042,0.5,3,1000.0,linear,"{'C': 0.5, 'degree': 3, 'gamma': 1000.0, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
856,0.0005996227264404297,0.0004895899369462772,0.0006001472473144531,0.0004900187632319686,0.5,2,0.00021544346900318823,linear,"{'C': 0.5, 'degree': 2, 'gamma': 0.00021544346900318823, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
920,0.0010002613067626952,0.0006326364212559087,0.00059967041015625,0.0004896292110796945,0.5,4,1e-09,linear,"{'C': 0.5, 'degree': 4, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
852,0.0007989883422851562,0.0003994959639734184,0.00040073394775390624,0.0004907970557775928,0.5,2,1e-05,linear,"{'C': 0.5, 'degree': 2, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
617,0.0009999752044677734,5.519789172549356e-07,0.00019998550415039061,0.00039997100830078123,0.05,4,0.00021544346900318823,poly,"{'C': 0.05, 'degree': 4, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
924,0.0006000518798828125,0.0004899403160383116,0.00019989013671875,0.0003997802734375,0.5,4,2.1544346900318822e-08,linear,"{'C': 0.5, 'degree': 4, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
848,0.0005991458892822266,0.0004892024369635261,0.00040030479431152344,0.0004902712960007588,0.5,2,4.6415888336127725e-07,linear,"{'C': 0.5, 'degree': 2, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
844,0.00019993782043457032,0.0003998756408691407,0.00019998550415039061,0.00039997100830078123,0.5,2,2.1544346900318822e-08,linear,"{'C': 0.5, 'degree': 2, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
800,0.0010005950927734375,1.2379412637469453e-06,0.00019979476928710938,0.00039958953857421875,0.5,1,1e-09,linear,"{'C': 0.5, 'degree': 1, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
888,0.0008002758026123047,0.0004001382813153261,0.00039987564086914064,0.00048974566356235,0.5,3,4.6415888336127725e-07,linear,"{'C': 0.5, 'degree': 3, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1008,0.0006009101867675781,0.00049064487436437,0.0005987644195556641,0.0004888894811654512,1,2,4.6415888336127725e-07,linear,"{'C': 1, 'degree': 2, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1076,0.0006000041961669922,0.0004899014056540585,0.0,0.0,1,3,1000.0,linear,"{'C': 1, 'degree': 3, 'gamma': 1000.0, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1024,0.0006000041961669922,0.0004899014288601228,0.00019989013671875,0.0003997802734375,1,2,0.1,linear,"{'C': 1, 'degree': 2, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1040,0.0005998611450195312,0.0004897845816770382,0.0006002426147460937,0.0004900964138167432,1,3,1e-09,linear,"{'C': 1, 'degree': 3, 'gamma': 1e-09, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1112,0.0011997699737548828,0.00040040091416503016,0.00019989013671875,0.0003997802734375,1,4,46.41588833612773,linear,"{'C': 1, 'degree': 4, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
37,0.000799560546875,0.0003997804724987641,0.0,0.0,0.001,1,1000.0,poly,"{'C': 0.001, 'degree': 1, 'gamma': 1000.0, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
349,0.0007997512817382813,0.0003998762379102119,0.00020031929016113282,0.00040063858032226565,0.01,1,2.154434690031878,poly,"{'C': 0.01, 'degree': 1, 'gamma': 2.154434690031878, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
996,0.0007997989654541015,0.0003998999198204331,0.000599527359008789,0.000489512944558878,1,1,1000.0,linear,"{'C': 1, 'degree': 1, 'gamma': 1000.0, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
737,0.0011997222900390625,0.0009799589826400166,0.00039997100830078123,0.000489862649992856,0.1,3,0.00021544346900318823,poly,"{'C': 0.1, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1012,0.0007998943328857422,0.0003999474329315071,0.0006001949310302735,0.0004900572096040241,1,2,1e-05,linear,"{'C': 1, 'degree': 2, 'gamma': 1e-05, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1028,0.000800180435180664,0.000400096309074011,0.0003996372222900391,0.0004894537835874746,1,2,2.154434690031878,linear,"{'C': 1, 'degree': 2, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
1104,0.0006000041961669922,0.0004899022178656536,0.0005997180938720703,0.0004896677809060841,1,4,0.1,linear,"{'C': 1, 'degree': 4, 'gamma': 0.1, 'kernel': 'linear'}",0.75,1.0,0.75,0.9166666666666666,1.0,0.8833333333333332,0.1130388330520878,391
