,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
192,0.0004002094268798828,0.0004901547271811614,0.00059967041015625,0.0004896292807365862,0.005,1,46.41588833612773,linear,"{'C': 0.005, 'degree': 1, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
316,0.00040078163146972656,0.0004908569210677473,0.00039992332458496096,0.0004898043250660251,0.005,4,1000.0,linear,"{'C': 0.005, 'degree': 4, 'gamma': 1000.0, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
1178,0.0007999897003173828,0.0003999955429461782,0.00019960403442382814,0.00039920806884765627,5,2,0.00021544346900318823,rbf,"{'C': 5, 'degree': 2, 'gamma': 0.00021544346900318823, 'kernel': 'rbf'}",0.75,0.9166666666666666,1.0,1.0,1.0,0.9333333333333332,0.09718253158075502,1
276,0.00040030479431152344,0.0004902712960007588,0.0004001140594482422,0.0004900379264760838,0.005,3,1000.0,linear,"{'C': 0.005, 'degree': 3, 'gamma': 1000.0, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
981,0.0008000373840332031,0.0004000189620101332,0.00040035247802734376,0.0004903297369560838,1,1,0.004641588833612773,poly,"{'C': 1, 'degree': 1, 'gamma': 0.004641588833612773, 'kernel': 'poly'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
164,0.0006003856658935546,0.000490213492796682,0.0005997657775878906,0.0004897069234339744,0.005,1,2.1544346900318822e-08,linear,"{'C': 0.005, 'degree': 1, 'gamma': 2.1544346900318822e-08, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
257,0.0003997802734375,0.0004896290485469089,0.0006002426147460937,0.0004900975040665959,0.005,3,0.00021544346900318823,poly,"{'C': 0.005, 'degree': 3, 'gamma': 0.00021544346900318823, 'kernel': 'poly'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
188,0.0004002094268798828,0.0004901549127336981,0.000599813461303711,0.0004897459421236045,0.005,1,2.154434690031878,linear,"{'C': 0.005, 'degree': 1, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
168,0.0008007526397705078,0.000400378346572923,0.00019979476928710938,0.00039958953857421875,0.005,1,4.6415888336127725e-07,linear,"{'C': 0.005, 'degree': 1, 'gamma': 4.6415888336127725e-07, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
272,0.0006001949310302735,0.000490057325597445,0.00039992332458496096,0.0004898040465379741,0.005,3,46.41588833612773,linear,"{'C': 0.005, 'degree': 3, 'gamma': 46.41588833612773, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
260,0.00040001869201660155,0.000489920893719676,0.0006000518798828125,0.0004899404088551902,0.005,3,0.004641588833612773,linear,"{'C': 0.005, 'degree': 3, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
184,0.0006000518798828125,0.000489940432059407,0.00039992332458496096,0.000489804092959327,0.005,1,0.1,linear,"{'C': 0.005, 'degree': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
172,0.0005997180938720703,0.0004896677809060841,0.0006000995635986328,0.0004899793115016344,0.005,1,1e-05,linear,"{'C': 0.005, 'degree': 1, 'gamma': 1e-05, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
505,0.00040001869201660155,0.0004899208473093903,0.00019993782043457032,0.0003998756408691407,0.05,1,0.1,poly,"{'C': 0.05, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
268,0.0007997512817382813,0.0003998760957576567,0.00020003318786621094,0.0004000663757324219,0.005,3,2.154434690031878,linear,"{'C': 0.005, 'degree': 3, 'gamma': 2.154434690031878, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
180,0.0003998279571533203,0.0004896873850638213,0.000599813461303711,0.000489745802842997,0.005,1,0.004641588833612773,linear,"{'C': 0.005, 'degree': 1, 'gamma': 0.004641588833612773, 'kernel': 'linear'}",0.8333333333333334,1.0,0.9166666666666666,0.9166666666666666,1.0,0.9333333333333332,0.06236095644623235,1
